Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,MStat_Absurd,MStat_Alone,MStat_Divorced,MStat_Married,MStat_Single,MStat_Together,MStat_Widow,MStat_YOLO
0.6213592233009708,0.08720708720708721,0,0,0.05150214592274678,0.5858585858585859,0.4253181513730743,0.44221105527638194,0.3165217391304348,0.6640926640926641,0.33460076045627374,0.2430939226519337,0.2,0.2962962962962963,0.35714285714285715,0.3076923076923077,0.35,0,0,0,0.0,0.0,0.0,1.0,1.0,1,False,False,True,False,False,False,False,False,False,True,False,False,False
0.5922330097087378,0.06951606951606952,1,1,0.8383404864091559,0.3838383838383838,0.007367716008037508,0.005025125628140704,0.0034782608695652175,0.007722007722007722,0.0038022813688212928,0.016574585635359115,0.13333333333333333,0.037037037037037035,0.03571428571428571,0.15384615384615385,0.25,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,True,False,False,False,False,False,False,True,False,False,False
0.6990291262135923,0.10741960741960742,0,0,0.5536480686695279,0.26262626262626265,0.2853315472203617,0.24623115577889448,0.0736231884057971,0.42857142857142855,0.07984790874524715,0.11602209944751381,0.06666666666666667,0.2962962962962963,0.07142857142857142,0.7692307692307693,0.2,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False
0.883495145631068,0.03996903996903997,1,0,0.8011444921316166,0.26262626262626265,0.007367716008037508,0.020100502512562814,0.011594202898550725,0.03861003861003861,0.011406844106463879,0.013812154696132596,0.13333333333333333,0.07407407407407407,0.0,0.3076923076923077,0.3,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False
0.8543689320388349,0.08743958743958744,1,0,0.7696709585121603,0.9494949494949495,0.115874079035499,0.21608040201005024,0.06840579710144927,0.1776061776061776,0.10266159695817491,0.04143646408839779,0.3333333333333333,0.18518518518518517,0.10714285714285714,0.46153846153846156,0.25,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,False,False,True,False,False,False,True,False,False,False,False
0.7184466019417476,0.09376959376959378,0,1,0.580829756795422,0.16161616161616163,0.348292029470864,0.21105527638190955,0.05681159420289855,0.0,0.1596958174904943,0.03867403314917127,0.13333333333333333,0.2222222222222222,0.14285714285714285,0.7692307692307693,0.3,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False
0.7572815533980582,0.08345258345258345,0,1,0.15164520743919885,0.3434343434343434,0.15740120562625587,0.32663316582914576,0.09507246376811594,0.19305019305019305,0.18631178707224336,0.07458563535911603,0.26666666666666666,0.25925925925925924,0.10714285714285714,0.5384615384615384,0.3,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False
0.8932038834951457,0.05018105018105018,1,0,0.4034334763948498,0.32323232323232326,0.050904219691895514,0.05025125628140704,0.03246376811594203,0.011583011583011582,0.0038022813688212928,0.06353591160220995,0.13333333333333333,0.14814814814814814,0.0,0.3076923076923077,0.4,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,False,False,True,False,False,False,True,False,False,False,False
0.7864077669902912,0.045526545526545524,1,0,0.4449213161659514,0.1919191919191919,0.009377093101138647,0.0,0.01391304347826087,0.011583011583011582,0.011406844106463879,0.0055248618784530384,0.06666666666666667,0.1111111111111111,0.0,0.15384615384615385,0.45,0,0,0,0.0,0.0,0.0,1.0,1.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False
0.5533980582524272,0.008472008472008472,1,1,0.8454935622317596,0.6868686868686869,0.018754186202277295,0.0,0.0034782608695652175,0.003861003861003861,0.0038022813688212928,0.03591160220994475,0.06666666666666667,0.037037037037037035,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False
0.8737864077669902,,1,0,0.6766809728183119,0.1111111111111111,0.003348961821835231,0.02512562814070352,0.0034782608695652175,0.0,0.0076045627376425855,0.0027624309392265192,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False
0.8058252427184466,0.01125001125001125,0,0,0.15164520743919885,0.5959595959595959,0.004018754186202277,0.08040201005025126,0.006376811594202898,0.04247104247104247,0.0038022813688212928,0.04419889502762431,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.4,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False
0.6407766990291263,0.09454959454959455,0,0,0.6766809728183119,0.8282828282828283,0.12993971868720697,0.3065326633165829,0.2782608695652174,0.8687258687258688,0.42585551330798477,0.08287292817679558,0.06666666666666667,0.1111111111111111,0.14285714285714285,0.6153846153846154,0.1,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False
0.5728155339805825,0.08903108903108903,1,1,0.6766809728183119,0.5353535353535354,0.15606162089752176,0.010050251256281407,0.03072463768115942,0.011583011583011582,0.019011406844106463,0.03867403314917127,0.2,0.2222222222222222,0.03571428571428571,0.38461538461538464,0.3,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False
0.912621359223301,0.025984525984525983,0,0,0.10300429184549356,0.3838383838383838,0.0020093770931011385,0.07035175879396985,0.009855072463768115,0.023166023166023165,0.0038022813688212928,0.013812154696132596,0.06666666666666667,0.037037037037037035,0.0,0.23076923076923078,0.4,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False
0.5145631067961165,0.1242001242001242,0,0,0.16738197424892703,0.23232323232323232,0.6738111185532485,0.11055276381909548,0.06666666666666667,0.2277992277992278,0.2585551330798479,0.12430939226519337,0.06666666666666667,0.25925925925925924,0.21428571428571427,0.9230769230769231,0.15,0,0,1,1.0,0.0,0.0,1.0,1.0,1,False,False,False,False,True,False,False,False,False,True,False,False,False
0.8446601941747572,0.06277506277506277,1,1,0.21030042918454936,0.5151515151515151,0.03549899531145345,0.02512562814070352,0.011014492753623189,0.007722007722007722,0.049429657794676805,0.011049723756906077,0.2,0.1111111111111111,0.0,0.23076923076923078,0.4,0,0,0,0.0,0.0,0.0,1.0,1.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False
